id_pedido,id_entrega,fecha_pedido,dia_semana_pedido,fecha_entrega,dia_semana_entrega,id_cliente,tipo_cliente,nombre_cliente,id_producto,producto,formato_envase,cantidad,precio_unitario,descuento,precio_total,promocion,metodo_pago,ruta,id_conductor,estado_entrega,provincia_envio,distrito_envio,coordenadas_envio,humedad_percent,viento_kmh,precipitacion_mm,gasto_publicidad,inflacion_mensual,media_movil_7d,media_movil_30d
PED000074,ENT-00000074,2024-08-05,Lunes,2024-08-07,Miércoles,PN_518368,Persona Natural,Julia Falcón Andreu,P005,Agua San Luis 500ml,PET,1,2.15,0.0,2.15,regalo,tarjeta crédito,Ruta_03,CON003,retrasado,Oxapampa,Constitución,"(-10.563226, -76.371281)",68.2,9.0,0.1,3141.17,0.231,88.01,96.45
PED000075,ENT-00000075,2024-08-05,Lunes,2024-08-07,Miércoles,PJ_962809,Restaurante,Restaurante Don Manuel Paucar,P002,Inca Kola 500ml,vidrio,30,3.1,0.15,79.14,promo verano,Yape,Ruta_05,CON005,entregado,Daniel Alcides Carrión,Paucar,"(-10.452166, -76.357823)",68.8,9.8,2.4,2325.47,0.499,80.91,95.02
PED000076,ENT-00000076,2024-08-05,Lunes,2024-08-08,Jueves,PJ_104556,Restaurante,Restaurante La Cabaña Yanacancha,P001,Coca-Cola 500ml,PET,20,2.37,0.0,47.37,descuento temporada,transferencia,Ruta_16,CON006,entregado,Pasco,Yanacancha,"(-10.622011, -76.323094)",74.4,8.6,0.2,1593.22,0.259,109.52,105.64
PED000077,ENT-00000077,2024-08-05,Lunes,2024-08-08,Jueves,PJ_104556,Restaurante,Restaurante La Cabaña Yanacancha,P002,Inca Kola 500ml,vidrio,20,3.02,0.05,57.36,combo familiar,tarjeta débito,Ruta_16,CON006,entregado,Pasco,Yanacancha,"(-10.632445, -76.335715)",79.8,4.9,0.2,1742.43,0.257,92.79,96.26
PED000078,ENT-00000078,2024-08-05,Lunes,2024-08-08,Jueves,PJ_104556,Restaurante,Restaurante La Cabaña Yanacancha,P008,Agua San Luis 1L,PET,30,2.81,0.15,71.69,sin_promocion,tarjeta crédito,Ruta_16,CON006,entregado,Pasco,Yanacancha,"(-10.634466, -76.3233)",69.9,14.4,1.1,2382.0,0.286,125.4,76.89
PED000079,ENT-00000079,2024-08-05,Lunes,2024-08-07,Miércoles,PJ_413781,Bar,Bar El Centro Simón Bolívar,P007,Inca Kola 2L,PET,40,10.81,0.0,432.49,descuento por volumen,tarjeta crédito,Ruta_09,CON009,entregado,Pasco,Simón Bolívar,"(-10.400142, -76.033031)",66.8,11.4,1.0,2797.52,0.353,134.78,111.82
PED000080,ENT-00000080,2024-08-05,Lunes,2024-08-07,Miércoles,PJ_413781,Bar,Bar El Centro Simón Bolívar,P005,Agua San Luis 500ml,PET,30,1.89,0.0,56.72,descuento por volumen,contraentrega,Ruta_09,CON009,entregado,Pasco,Simón Bolívar,"(-10.401766, -76.02431)",62.8,17.1,3.3,2183.24,0.43,103.58,136.09
PED000081,ENT-00000081,2024-08-05,Lunes,2024-08-07,Miércoles,PJ_252425,Bodega,Bodega Santa Rosa Pallanchacra 1,P005,Agua San Luis 500ml,PET,10,2.0,0.0,19.99,sin_promocion,efectivo,RUTA ,CON001,entregado,Pasco,Pallanchacra,"(-10.616716, -76.27787)",68.9,14.7,4.4,1848.28,0.283,109.67,94.99
PED000082,ENT-00000082,2024-08-05,Lunes,2024-08-07,Miércoles,PJ_252425,Bodega,Bodega Santa Rosa Pallanchacra 1,P003,Sprite 2L,PET,10,9.93,0.05,94.34,regalo,tarjeta crédito,RUTA ,CON001,entregado,Pasco,Pallanchacra,"(-10.647932, -76.272353)",69.6,12.1,0.4,2457.1,0.382,112.26,96.55
PED000083,ENT-00000083,2024-08-05,Lunes,2024-08-07,Miércoles,PN_536809,Persona Natural,Nieves Arribas-Reguera,P007,Inca Kola 2L,PET,1,9.35,0.1,8.42,envío gratis,Plin,Ruta_01,CON001,entregado,Oxapampa,Huancabamba,"(-10.756328, -76.174771)",53.2,10.0,1.8,3586.17,0.501,81.8,84.61
PED000084,ENT-00000084,2024-08-05,Lunes,2024-08-08,Jueves,PJ_801828,Bodega,Bodega La Esperanza Chaupimarca 1,P007,Inca Kola 2L,PET,40,8.85,0.05,336.16,sin_promocion,efectivo,Ruta_17,CON007,entregado,Pasco,Chaupimarca,"(-10.647088, -76.288818)",63.4,9.4,1.5,3490.03,0.46,54.63,117.38
PED000085,ENT-00000085,2024-08-05,Lunes,2024-08-07,Miércoles,PJ_780327,Bar,Bar La Esquina Ticlacayán 1,P007,Inca Kola 2L,PET,30,11.24,0.0,337.17,sin_promocion,contraentrega,Ruta_28,CON008,entregado,Pasco,Ticlacayán,"(-10.519418, -76.306304)",62.0,14.8,1.2,3972.45,0.388,102.21,116.06
PED000086,ENT-00000086,2024-08-05,Lunes,2024-08-07,Miércoles,PJ_780327,Bar,Bar La Esquina Ticlacayán 1,P006,Coca-Cola 2L,PET,30,8.8,0.25,198.06,descuento por volumen,contraentrega,Ruta_28,CON008,entregado,Pasco,Ticlacayán,"(-10.505556, -76.294364)",65.0,18.7,0.0,1961.83,0.319,141.66,114.76
PED000087,ENT-00000087,2024-08-05,Lunes,2024-08-07,Miércoles,PJ_780327,Bar,Bar La Esquina Ticlacayán 1,P009,Sprite 500ml,vidrio,30,2.81,0.1,75.91,combo familiar,tarjeta débito,Ruta_28,CON008,entregado,Pasco,Ticlacayán,"(-10.505204, -76.317567)",40.1,7.0,2.3,3585.4,0.374,80.47,111.97
PED000088,ENT-00000088,2024-08-05,Lunes,2024-08-07,Miércoles,PJ_983446,Bodega,Bodega San Martín Huariaca,P007,Inca Kola 2L,PET,10,10.05,0.05,95.46,2x1,tarjeta crédito,Ruta_23,CON003,entregado,Pasco,Huariaca,"(-10.685444, -76.1954)",53.1,17.8,1.4,4805.73,0.439,156.03,101.9
PED000089,ENT-00000089,2024-08-05,Lunes,2024-08-07,Miércoles,PJ_237103,Bodega,Bodega El Triunfo Ninacaca,P009,Sprite 500ml,vidrio,40,2.2,0.25,66.01,sin_promocion,transferencia,Ruta_15,SIN_CONDUCTOR,entregado,Pasco,Ninacaca,"(-10.577769, -76.294995)",80.4,2.2,3.3,1551.6,0.31,119.14,90.18
PED000090,ENT-00000090,2024-08-05,Lunes,2024-08-07,Miércoles,PJ_885590,Supermercado,Makro Yanacancha,P001,Coca-Cola 500ml,PET,122,2.64,0.0,322.67,descuento por volumen,contraentrega,Ruta_16,CON006,entregado,Pasco,Yanacancha,"(-10.635854, -76.326174)",90.2,6.3,1.8,1162.4,0.486,98.54,109.7
PED000091,ENT-00000091,2024-08-05,Lunes,2024-08-08,Jueves,PJ_803268,Restaurante,Restaurante Don Manuel San Francisco de Asís de Yarusyacán,P008,Agua San Luis 1L,PET,20,2.77,0.15,47.09,sin_promocion,Plin,Ruta_13,CON003,entregado,Pasco,San Francisco de Asís de Yarusyacán,"(-10.786432, -76.059292)",57.0,20.6,5.9,1895.18,0.482,120.58,112.69
PED000092,ENT-00000092,2024-08-05,Lunes,2024-08-08,Jueves,PJ_803268,Restaurante,Restaurante Don Manuel San Francisco de Asís de Yarusyacán,P006,Coca-Cola 2L,PET,30,9.04,0.0,271.09,descuento temporada,efectivo,Ruta_13,CON003,retrasado,Pasco,San Francisco de Asís de Yarusyacán,"(-10.777124, -76.039505)",63.2,6.6,2.4,4131.13,0.318,93.13,100.02
PED000093,ENT-00000093,2024-08-05,Lunes,2024-08-08,Jueves,PJ_641283,Bar,Bar El Centro Tapuc,P004,Fanta 500ml,vidrio,30,2.09,0.0,62.79,combo familiar,Yape,Ruta_06,CON006,entregado,Daniel Alcides Carrión,Tapuc,"(-10.547766, -76.018114)",68.1,14.0,0.8,1833.05,0.297,122.26,99.53
PED000094,ENT-00000094,2024-08-05,Lunes,2024-08-08,Jueves,PJ_641283,Bar,Bar El Centro Tapuc,P003,Sprite 2L,PET,30,9.03,0.05,257.28,descuento por volumen,tarjeta crédito,Ruta_06,SIN_CONDUCTOR,entregado,Daniel Alcides Carrión,Tapuc,"(-10.542657, -76.051941)",0.0,12.1,2.2,2109.08,0.357,114.39,94.78
PED000095,ENT-00000095,2024-08-05,Lunes,2024-08-07,Miércoles,PJ_261389,Restaurante,Restaurante El Mirador Palcazú,P007,Inca Kola 2L,PET,30,9.3,0.0,279.01,sin_promocion,contraentrega,Ruta_06,CON006,entregado,Oxapampa,Palcazú,"(-10.597471, -76.006929)",61.9,9.8,7.1,1776.72,0.177,95.94,116.33
PED000096,ENT-00000096,2024-08-05,Lunes,2024-08-08,Jueves,PN_675648,Persona Natural,Toni Moll Laguna,P009,Sprite 500ml,vidrio,1,2.28,0.25,1.71,sin_promocion,efectivo,Ruta_12,CON002,entregado,Pasco,Vicco,"(-10.700662, -76.294379)",81.0,11.5,3.6,1931.98,0.393,126.61,83.18
PED000097,ENT-00000097,2024-08-05,Lunes,2024-08-08,Jueves,PN_675648,Persona Natural,Toni Moll Laguna,P003,Sprite 2L,PET,5,8.72,0.0,43.6,promo verano,Yape,Ruta_12,CON002,entregado,Pasco,Vicco,"(-10.675374, -76.273728)",82.2,8.5,1.5,3124.44,0.365,100.05,98.04
PED000098,ENT-00000098,2024-08-05,Lunes,2024-08-08,Jueves,PN_221271,Persona Natural,Antonia Aguilera Yuste,P001,Coca-Cola 500ml,PET,10,2.27,0.1,20.39,promo verano,transferencia,Ruta_11,CON001,entregado,Daniel Alcides Carrión,Chacayán,"(-10.574466, -76.106062)",89.7,19.0,1.2,2858.2,0.495,126.91,81.38
PED000099,ENT-00000099,2024-08-05,Lunes,2024-08-08,Jueves,PN_221271,Persona Natural,Antonia Aguilera Yuste,P008,Agua San Luis 1L,PET,1,2.48,0.05,2.36,descuento temporada,contraentrega,Ruta_11,CON001,entregado,Daniel Alcides Carrión,Chacayán,"(-10.535695, -76.172785)",75.0,22.6,1.2,2228.71,0.319,91.61,96.77
PED000100,ENT-00000100,2024-08-05,Lunes,2024-08-07,Miércoles,PN_172896,Persona Natural,Teófilo Aliaga Cervantes,P006,Coca-Cola 2L,PET,10,10.34,0.0,59.42,combo familiar,Yape,Ruta_27,CON007,entregado,Daniel Alcides Carrión,San Pedro de Pillao,"(-10.63594, -76.371101)",66.9,16.2,1.4,2416.06,0.344,84.16,138.83
PED000101,ENT-00000101,2024-08-05,Lunes,2024-08-07,Miércoles,PN_172896,Persona Natural,Teófilo Aliaga Cervantes,P003,Sprite 2L,PET,5,8.61,0.0,43.05,promo verano,tarjeta débito,Ruta_27,CON007,entregado,Daniel Alcides Carrión,San Pedro de Pillao,"(-10.646203, -76.310102)",59.4,13.7,3.7,4698.04,0.443,99.79,125.58
PED000102,ENT-00000102,2024-08-05,Lunes,2024-08-08,Jueves,PN_560551,Persona Natural,Atilio Jesús Solano Ibañez,P009,Sprite 500ml,vidrio,5,2.74,0.1,12.33,envío gratis,tarjeta crédito,Ruta_12,CON002,entregado,Pasco,Paucartambo,"(-10.717562, -76.347871)",36.0,0.0,1.0,2055.57,0.245,91.35,111.84
PED000103,ENT-00000103,2024-08-05,Lunes,2024-08-08,Jueves,PJ_367583,Supermercado,Makro Simón Bolívar,P003,Sprite 2L,PET,244,9.5,0.05,2201.92,sin_promocion,efectivo,Ruta_09,CON009,retrasado,Pasco,Simón Bolívar,"(-10.395958, -76.023696)",66.8,16.2,4.4,1524.96,0.296,124.05,117.5
PED000104,ENT-00000104,2024-08-05,Lunes,2024-08-08,Jueves,PJ_367583,Supermercado,Makro Simón Bolívar,P005,Agua San Luis 500ml,PET,244,2.09,0.0,510.02,envío gratis,NO_ESPECIFICADO,Ruta_09,CON009,entregado,Pasco,Simón Bolívar,"(-10.394556, -76.019881)",73.3,11.7,0.2,2534.16,0.302,102.73,95.58
PED000105,ENT-00000105,2024-08-05,Lunes,2024-08-08,Jueves,PJ_367583,Supermercado,Makro Simón Bolívar,P002,Inca Kola 500ml,vidrio,244,2.86,0.2,558.05,descuento por volumen,tarjeta débito,Ruta_09,CON009,entregado,Pasco,Simón Bolívar,"(-10.40716, -76.028197)",78.2,12.5,2.3,1706.57,0.421,97.05,113.87
PED000106,ENT-00000106,2024-08-05,Lunes,2024-08-07,Miércoles,PN_427941,Persona Natural,Eladio del Suarez,P007,Inca Kola 2L,PET,1,9.57,0.0,9.57,sin_promocion,transferencia,Ruta_18,CON008,retrasado,Oxapampa,Oxapampa,"(-10.205161, -75.86428)",63.9,8.9,0.4,1731.69,0.275,105.24,97.96
PED000107,ENT-00000107,2024-08-05,Lunes,2024-08-07,Miércoles,PN_427941,Persona Natural,Eladio del Suarez,P003,Sprite 2L,PET,1,7.97,0.0,7.97,descuento por volumen,Plin,Ruta_18,CON008,entregado,Oxapampa,Oxapampa,"(-10.200643, -75.867786)",58.9,13.3,2.4,2703.42,0.258,128.36,66.83
PED000108,ENT-00000108,2024-08-05,Lunes,2024-08-08,Jueves,PJ_113865,Supermercado,Supermercados Peruanos Goyllarisquizga,P001,Coca-Cola 500ml,PET,244,2.77,0.0,674.94,2x1,Yape,Ruta_09,CON009,entregado,Daniel Alcides Carrión,Goyllarisquizga,"(-10.58576, -76.074471)",49.4,8.9,0.2,2477.27,0.376,113.33,90.65
PED000109,ENT-00000109,2024-08-05,Lunes,2024-08-07,Miércoles,PJ_758240,Bodega,Bodega El Triunfo Puerto Bermúdez,P002,Inca Kola 500ml,vidrio,40,2.66,0.0,106.53,combo familiar,transferencia,Ruta_19,CON009,entregado,Oxapampa,Puerto Bermúdez,"(-10.372617, -76.140914)",68.8,8.5,0.6,3436.17,0.431,113.18,115.1
PED000110,ENT-00000110,2024-08-05,Lunes,2024-08-07,Miércoles,PJ_758240,Bodega,Bodega El Triunfo Puerto Bermúdez,P001,Coca-Cola 500ml,PET,20,2.76,0.0,55.18,sin_promocion,yape ,Ruta_19,CON009,entregado,Oxapampa,Puerto Bermúdez,"(-10.457583, -76.081763)",86.3,0.0,0.2,2406.54,0.294,71.68,99.26
PED000111,ENT-00000111,2024-08-05,Lunes,2024-08-07,Miércoles,PJ_758240,Bodega,Bodega El Triunfo Puerto Bermúdez,P009,Sprite 500ml,vidrio,30,2.68,0.0,80.5,envío gratis,contraentrega,Ruta_19,CON009,entregado,Oxapampa,Puerto Bermúdez,"(-10.4456, -76.067565)",81.1,6.8,1.4,2185.65,0.406,75.34,121.1
PED000112,ENT-00000112,2024-08-05,Lunes,2024-08-07,Miércoles,PJ_843000,Restaurante,Restaurante El Dorado Huariaca,P008,Agua San Luis 1L,PET,30,2.62,0.05,74.76,envío gratis,tarjeta débito,Ruta_23,CON003,entregado,Pasco,Huariaca,"(-10.702735, -76.22667)",82.2,16.4,1.4,2901.36,0.29,98.05,88.06
PED000113,ENT-00000113,2024-08-05,Lunes,2024-08-07,Miércoles,PJ_843000,Restaurante,Restaurante El Dorado Huariaca,P002,Inca Kola 500ml,vidrio,30,3.07,0.0,92.2,descuento temporada,tarjeta crédito,Ruta_23,CON003,entregado,Pasco,Huariaca,"(-10.693023, -76.204769)",60.0,14.0,3.5,2820.2,0.496,102.28,97.38
PED000114,ENT-00000114,2024-08-05,Lunes,2024-08-07,Miércoles,PJ_843000,Restaurante,Restaurante El Dorado Huariaca,P010,Fanta 2L,PET,40,7.5,0.15,254.85,combo familiar,transferencia,Ruta_23,CON003,entregado,Pasco,Huariaca,"(-10.704852, -76.188123)",89.5,12.3,1.8,3431.87,0.421,117.31,91.4
PED000115,ENT-00000115,2024-08-05,Lunes,2024-08-08,Jueves,PJ_727025,Bodega,Bodega Santa Rosa Oxapampa,P005,Agua San Luis 500ml,PET,40,1.69,0.0,67.68,combo familiar,transferencia,Ruta_18,CON008,entregado,Oxapampa,Oxapampa,"(-10.206832, -75.856711)",80.2,4.7,0.4,1268.69,0.347,88.29,115.74
PED000116,ENT-00000116,2024-08-05,Lunes,2024-08-08,Jueves,PJ_727025,Bodega,Bodega Santa Rosa Oxapampa,P007,Inca Kola 2L,PET,20,9.74,0.1,175.32,ninguna,tarjeta débito,Ruta_18,CON008,entregado,Oxapampa,Oxapampa,"(-10.198058, -75.855002)",61.6,11.8,0.4,2256.02,0.288,105.64,95.58
PED000117,ENT-00000117,2024-08-05,Lunes,2024-08-08,Jueves,PJ_727025,Bodega,Bodega Santa Rosa Oxapampa,P006,Coca-Cola 2L,PET,40,10.44,0.1,375.66,envío gratis,efectivo,Ruta_18,CON008,entregado,Oxapampa,Oxapampa,"(-10.199066, -75.855154)",59.8,20.6,6.3,1487.13,0.254,128.53,89.63
PED000118,ENT-00000118,2024-08-05,Lunes,2024-08-07,Miércoles,PJ_933703,Bodega,Bodega El Triunfo Pozuzo,P010,Fanta 2L,PET,30,7.91,0.0,237.18,regalo,tarjeta crédito,Ruta_04,CON004,entregado,Oxapampa,Pozuzo,"(-10.244579, -75.866708)",53.6,16.4,1.8,1368.67,0.271,90.84,127.14
PED000119,ENT-00000119,2024-08-05,Lunes,2024-08-07,Miércoles,PJ_933703,Bodega,Bodega El Triunfo Pozuzo,P004,Fanta 500ml,vidrio,20,2.56,0.05,48.61,sin_promocion,Plin,Ruta_04,CON004,entregado,Oxapampa,Pozuzo,"(-10.220081, -75.880887)",50.3,10.4,2.2,4702.634199999999,0.148,103.74,123.47
PED000120,ENT-00000120,2024-08-05,Lunes,2024-08-08,Jueves,PN_929390,Persona Natural,Cristóbal Andrade Giménez,P006,Coca-Cola 2L,PET,1,8.17,0.05,7.76,envío gratis,transferencia,Ruta_23,CON003,entregado,Oxapampa,Chontabamba,"(-10.207973, -75.812988)",58.7,20.3,0.2,3055.69,0.287,86.0,62.78
PED000121,ENT-00000121,2024-08-05,Lunes,2024-08-08,Jueves,PN_929390,Persona Natural,Cristóbal Andrade Giménez,P007,Inca Kola 2L,PET,5,11.23,0.1,50.53,descuento temporada,Yape,Ruta_23,CON003,entregado,Oxapampa,Chontabamba,"(-10.225675, -75.852916)",90.1,15.6,0.5,2041.25,0.262,102.99,82.1
PED000122,ENT-00000122,2024-08-05,Lunes,2024-08-08,Jueves,PN_929390,Persona Natural,Cristóbal Andrade Giménez,P002,Inca Kola 500ml,vidrio,5,3.3,0.0,16.5,combo familiar,Plin,Ruta_23,CON003,entregado,Oxapampa,Chontabamba,"(-10.250196, -75.785141)",51.1,14.3,1.5,2003.22,0.509,71.94,71.8
PED000123,ENT-00000123,2024-08-05,Lunes,2024-08-08,Jueves,PN_929390,Persona Natural,Cristóbal Andrade Giménez,P004,Fanta 500ml,vidrio,1,2.17,0.0,2.17,envío gratis,Plin,Ruta_23,CON003,entregado,Oxapampa,Chontabamba,"(-10.204094, -75.853155)",71.1,21.6,4.7,3396.64,0.429,102.4,56.44
PED000124,ENT-00000124,2024-08-05,Lunes,2024-08-07,Miércoles,PJ_569061,Bodega,Bodega Santa Rosa Chontabamba,P005,Agua San Luis 500ml,PET,10,1.93,0.2,15.47,descuento temporada,contraentrega,Ruta_23,CON003,entregado,Oxapampa,Chontabamba,"(-10.235394, -75.833154)",73.9,13.7,2.2,2839.28,0.41,91.8,92.66
PED000125,ENT-00000125,2024-08-05,Lunes,2024-08-07,Miércoles,PJ_569061,Bodega,Bodega Santa Rosa Chontabamba,P002,Inca Kola 500ml,vidrio,20,2.8,0.0,55.97,ninguna,transferencia,Ruta_23,CON003,entregado,Oxapampa,Chontabamba,"(-10.21015, -75.850785)",61.2,10.0,4.4,3162.18,0.258,103.66,91.7
PED000126,ENT-00000126,2024-08-05,Lunes,2024-08-07,Miércoles,PJ_224080,Restaurante,Restaurante San Fernando Chaupimarca,P009,Sprite 500ml,vidrio,40,2.44,0.15,83.05,combo familiar,tarjeta crédito,Ruta_17,CON007,entregado,Pasco,Chaupimarca,"(-10.645904, -76.296751)",77.0,15.1,6.6,1555.14,0.308,96.66,66.73
PED000127,ENT-00000127,2024-08-05,Lunes,2024-08-07,Miércoles,PJ_224080,Restaurante,Restaurante San Fernando Chaupimarca,P008,Agua San Luis 1L,PET,20,2.42,0.0,48.48,2x1,tarjeta débito,Ruta_17,CON007,entregado,Pasco,Chaupimarca,"(-10.63976, -76.292106)",39.4,20.7,2.1,1584.72,0.301,65.57,85.21
PED000128,ENT-00000128,2024-08-05,Lunes,2024-08-07,Miércoles,PJ_673060,Restaurante,Restaurante El Mirador Huariaca,P004,Fanta 500ml,vidrio,30,2.67,0.0,80.06,regalo,tarjeta crédito,Ruta_23,CON003,entregado,Pasco,Huariaca,"(-10.704947, -76.221118)",68.0,14.1,0.4,2329.63,0.26,122.04,126.09
PED000129,ENT-00000129,2024-08-05,Lunes,2024-08-07,Miércoles,PJ_687105,Bodega,Bodega El Triunfo Chaupimarca 2,P010,Fanta 2L,PET,10,7.29,0.05,69.29,combo familiar,Yape,Ruta_17,CON007,entregado,Pasco,Chaupimarca,"(-10.645165, -76.289437)",49.3,7.5,2.2,2657.41,0.431,105.06,81.17
PED000130,ENT-00000130,2024-08-05,Lunes,2024-08-07,Miércoles,PJ_985890,Supermercado,Tottus Yanahuanca,P006,Coca-Cola 2L,PET,122,8.39,0.0,1023.96,sin_promocion,tarjeta crédito,Ruta_27,CON007,entregado,Daniel Alcides Carrión,Yanahuanca,"(-10.488962, -76.394403)",79.0,15.9,3.1,3298.31,0.199,82.95,100.01
PED000131,ENT-00000131,2024-08-05,Lunes,2024-08-07,Miércoles,PJ_985890,Supermercado,Tottus Yanahuanca,P008,Agua San Luis 1L,PET,122,2.42,0.1,265.95,envío gratis,Plin,Ruta_27,CON007,entregado,Daniel Alcides Carrión,Yanahuanca,"(-10.486254, -76.384934)",66.7,2.8,1.3,4702.634199999999,0.355,131.13,102.99
PED000132,ENT-00000132,2024-08-05,Lunes,2024-08-07,Miércoles,PJ_985890,Supermercado,Tottus Yanahuanca,P002,Inca Kola 500ml,vidrio,244,2.82,0.0,689.13,2x1,Plin,Ruta_27,CON007,entregado,Daniel Alcides Carrión,Yanahuanca,"(-10.481999, -76.390019)",57.0,15.6,1.1,1280.91,0.285,108.6,96.3
PED000133,ENT-00000133,2024-08-05,Lunes,2024-08-07,Miércoles,PJ_718112,Restaurante,Restaurante El Dorado Ticlacayán,P003,Sprite 2L,PET,20,8.51,0.05,161.75,descuento temporada,efectivo,Ruta_28,CON008,entregado,Pasco,Ticlacayán,"(-10.517214, -76.285704)",71.6,12.1,1.1,1767.75,0.286,136.92,92.7
PED000135,ENT-00000135,2024-08-05,Lunes,2024-08-08,Jueves,PN_792846,Persona Natural,Nélida Nadia Cañellas Mateu,P006,Coca-Cola 2L,PET,5,10.61,0.05,50.4,envío gratis,Yape,Ruta_17,CON007,entregado,Pasco,Chaupimarca,"(-10.646343, -76.303611)",55.0,26.0,4.2,2595.74,0.146,97.97,100.17
PED000136,ENT-00000136,2024-08-05,Lunes,2024-08-08,Jueves,PN_792846,Persona Natural,Nélida Nadia Cañellas Mateu,P010,Fanta 2L,PET,1,8.72,0.25,6.54,regalo,tarjeta crédito,Ruta_17,CON007,entregado,Pasco,Chaupimarca,"(-10.642994, -76.289482)",62.9,11.9,0.2,2704.99,0.452,113.76,97.87
PED000138,ENT-00000138,2024-08-05,Lunes,2024-08-08,Jueves,PN_792846,Persona Natural,Nélida Nadia Cañellas Mateu,P002,Inca Kola 500ml,vidrio,1,3.19,0.0,3.19,2x1,tarjeta débito,Ruta_17,CON007,entregado,Pasco,Chaupimarca,"(-10.641747, -76.293788)",83.7,26.6,2.3,2740.35,0.408,94.96,109.97
PED000139,ENT-00000139,2024-08-05,Lunes,2024-08-07,Miércoles,PJ_778305,Kiosko,Kiosko Central Paucar,P006,Coca-Cola 2L,PET,5,8.45,0.05,40.16,sin_promocion,contraentrega,Ruta_05,CON005,entregado,Daniel Alcides Carrión,Paucar,"(-10.464646, -76.383147)",51.6,14.4,0.3,2241.89,0.212,83.64,95.75
PED000140,ENT-00000140,2024-08-05,Lunes,2024-08-07,Miércoles,PJ_778305,Kiosko,Kiosko Central Paucar,P010,Fanta 2L,PET,10,9.15,0.0,91.53,sin_promocion,Plin,Ruta_05,CON005,entregado,Daniel Alcides Carrión,Paucar,"(-10.462058, -76.378141)",32.7,6.9,0.3,3135.91,0.474,69.44,103.92
PED000141,ENT-00000141,2024-08-05,Lunes,2024-08-07,Miércoles,PJ_778305,Kiosko,Kiosko Central Paucar,P007,Inca Kola 2L,PET,20,9.37,0.05,177.97,descuento temporada,tarjeta débito,Ruta_05,CON005,entregado,Daniel Alcides Carrión,Paucar,"(-10.443135, -76.379083)",51.7,6.3,0.4,2384.46,0.436,57.65,81.78
PED000142,ENT-00000142,2024-08-05,Lunes,2024-08-07,Miércoles,PJ_877803,Restaurante,Restaurante La Cabaña Paucar,P003,Sprite 2L,PET,61,7.85,0.0,479.1,2x1,tarjeta débito,Ruta_05,CON005,entregado,Daniel Alcides Carrión,Paucar,"(-10.440296, -76.370642)",79.9,13.0,0.6,2110.33,0.365,120.33,105.09
PED000143,ENT-00000143,2024-08-05,Lunes,2024-08-07,Miércoles,PJ_877803,Restaurante,Restaurante La Cabaña Paucar,P004,Fanta 500ml,vidrio,61,2.39,0.15,124.04,envío gratis,tarjeta débito,Ruta_05,CON005,entregado,Daniel Alcides Carrión,Paucar,"(-10.470039, -76.35464)",45.6,10.0,4.2,2791.16,0.269,101.91,102.19
PED000144,ENT-00000144,2024-08-05,Lunes,2024-08-07,Miércoles,PJ_877803,Restaurante,Restaurante La Cabaña Paucar,P005,Agua San Luis 500ml,PET,61,1.81,0.0,207.42,descuento temporada,transferencia,Ruta_05,CON005,retrasado,Daniel Alcides Carrión,Paucar,"(-10.456361, -76.392214)",53.7,100.0,0.4,2767.19,0.3,66.32,99.2
PED000145,ENT-00000145,2024-08-05,Lunes,2024-08-08,Jueves,PJ_165015,Bodega,Bodega El Progreso Oxapampa 1,P005,Agua San Luis 500ml,PET,40,2.08,0.0,83.24,ninguna,transferencia,Ruta_18,CON008,entregado,Oxapampa,Oxapampa,"(-10.201731, -75.863581)",58.1,9.3,1.5,2549.29,0.395,88.47,126.9
PED000146,ENT-00000146,2024-08-05,Lunes,2024-08-08,Jueves,PJ_165015,Bodega,Bodega El Progreso Oxapampa 1,P009,Sprite 500ml,vidrio,40,2.73,0.0,109.19,promo verano,tarjeta crédito,Ruta_18,CON008,retrasado,Oxapampa,Oxapampa,"(-10.210718, -75.855525)",80.2,14.9,3.4,2546.04,0.608,126.61,114.37
PED000147,ENT-00000147,2024-08-05,Lunes,2024-08-07,Miércoles,PJ_978138,Bar,Bar La Esquina Simón Bolívar,P005,Agua San Luis 500ml,PET,20,2.02,0.05,38.42,ninguna,Yape,Ruta_09,CON009,entregado,Pasco,Simón Bolívar,"(-10.40557, -76.0284)",86.1,14.9,1.1,3535.15,0.329,121.3,123.29
PED000148,ENT-00000148,2024-08-05,Lunes,2024-08-07,Miércoles,PJ_978138,Bar,Bar La Esquina Simón Bolívar,P006,Coca-Cola 2L,PET,20,9.95,0.0,199.04,ninguna,Yape,Ruta_09,CON009,entregado,Pasco,Simón Bolívar,"(-10.40939, -76.028479)",75.6,18.1,0.8,2219.36,0.28,80.64,103.48
PED000149,ENT-00000149,2024-08-05,Lunes,2024-08-07,Miércoles,PJ_311276,Bodega,Bodega El Progreso Vicco,P010,Fanta 2L,PET,20,8.32,0.15,141.51,sin_promocion,Plin,Ruta_12,CON002,entregado,Pasco,Vicco,"(-10.699295, -76.290069)",38.6,15.5,3.0,2589.99,0.478,83.47,113.87
PED000150,ENT-00000150,2024-08-05,Lunes,2024-08-07,Miércoles,PJ_311276,Bodega,Bodega El Progreso Vicco,P003,Sprite 2L,PET,20,9.21,0.0,184.27,sin_promocion,transferencia,Ruta_12,CON002,entregado,Pasco,Vicco,"(-10.684781, -76.308647)",69.0,9.3,1.3,2314.75,0.291,143.65,116.91
